date,temp,year,monthday
2002-11-25,13.35,2002,2020-11-25
2002-11-26,13.234,2002,2020-11-26
2002-11-27,13.187,2002,2020-11-27
2002-11-28,13.177,2002,2020-11-28
2002-11-29,13.225,2002,2020-11-29
2002-11-30,13.203,2002,2020-11-30
2002-12-01,13.138,2002,2020-12-01
2002-12-02,13.073,2002,2020-12-02
2002-12-03,13.045,2002,2020-12-03
2002-12-04,12.993,2002,2020-12-04
2002-12-05,12.986,2002,2020-12-05
2002-12-06,13.038,2002,2020-12-06
2002-12-07,13.046,2002,2020-12-07
2002-12-08,13.048,2002,2020-12-08
2002-12-09,13.022,2002,2020-12-09
2002-12-10,12.997,2002,2020-12-10
2002-12-11,13.052,2002,2020-12-11
2002-12-12,13.138,2002,2020-12-12
2002-12-13,13.213,2002,2020-12-13
2002-12-14,13.235,2002,2020-12-14
2002-12-15,13.201,2002,2020-12-15
2002-12-16,13.164,2002,2020-12-16
2002-12-17,13.093,2002,2020-12-17
2002-12-18,13.054,2002,2020-12-18
2002-12-19,13.08,2002,2020-12-19
2002-12-20,13.087,2002,2020-12-20
2002-12-21,13.02,2002,2020-12-21
2002-12-22,12.89,2002,2020-12-22
2002-12-23,12.755,2002,2020-12-23
2002-12-24,12.683,2002,2020-12-24
2002-12-25,12.603,2002,2020-12-25
2002-12-26,12.533,2002,2020-12-26
2002-12-27,12.559,2002,2020-12-27
2002-12-28,12.602,2002,2020-12-28
2002-12-29,12.637,2002,2020-12-29
2002-12-30,12.618,2002,2020-12-30
2002-12-31,12.596,2002,2020-12-31
2003-01-01,12.609,2003,2020-01-01
2003-01-02,12.686,2003,2020-01-02
2003-01-03,12.801,2003,2020-01-03
2003-01-04,12.839,2003,2020-01-04
2003-01-05,12.922,2003,2020-01-05
2003-01-06,12.985,2003,2020-01-06
2003-01-07,13.013,2003,2020-01-07
2003-01-08,13.046,2003,2020-01-08
2003-01-09,13.043,2003,2020-01-09
2003-01-10,12.948,2003,2020-01-10
2003-01-11,12.824,2003,2020-01-11
2003-01-12,12.827,2003,2020-01-12
2003-01-13,12.901,2003,2020-01-13
2003-01-14,12.92,2003,2020-01-14
2003-01-15,12.942,2003,2020-01-15
2003-01-16,12.964,2003,2020-01-16
2003-01-17,13.003,2003,2020-01-17
2003-01-18,13.035,2003,2020-01-18
2003-01-19,13.107,2003,2020-01-19
2003-01-20,13.171,2003,2020-01-20
2003-01-21,13.101,2003,2020-01-21
2003-01-22,13.061,2003,2020-01-22
2003-01-23,12.975,2003,2020-01-23
2003-01-24,12.841,2003,2020-01-24
2003-01-25,12.865,2003,2020-01-25
2003-01-26,12.842,2003,2020-01-26
2003-01-27,12.861,2003,2020-01-27
2003-01-28,12.869,2003,2020-01-28
2003-01-29,12.9,2003,2020-01-29
2003-01-30,12.962,2003,2020-01-30
2003-01-31,13.052,2003,2020-01-31
2003-02-01,13.112,2003,2020-02-01
2003-02-02,13.151,2003,2020-02-02
2003-02-03,13.129,2003,2020-02-03
2003-02-04,13.046,2003,2020-02-04
2003-02-05,13.025,2003,2020-02-05
2003-02-06,13.027,2003,2020-02-06
2003-02-07,13.01,2003,2020-02-07
2003-02-08,12.997,2003,2020-02-08
2003-02-09,12.959,2003,2020-02-09
2003-02-10,12.94,2003,2020-02-10
2003-02-11,12.937,2003,2020-02-11
2003-02-12,12.923,2003,2020-02-12
2003-02-13,12.919,2003,2020-02-13
2003-02-14,12.907,2003,2020-02-14
2003-02-15,12.803,2003,2020-02-15
2003-02-16,12.811,2003,2020-02-16
2003-02-17,12.919,2003,2020-02-17
2003-02-18,13.019,2003,2020-02-18
2003-02-19,13.079,2003,2020-02-19
2003-02-20,13.043,2003,2020-02-20
2003-02-21,13.019,2003,2020-02-21
2003-02-22,13.05,2003,2020-02-22
2003-02-23,13.099,2003,2020-02-23
2003-02-24,13.16,2003,2020-02-24
2003-02-25,13.159,2003,2020-02-25
2003-02-26,13.114,2003,2020-02-26
2003-02-27,13.095,2003,2020-02-27
2003-02-28,13.194,2003,2020-02-28
2003-03-01,13.221,2003,2020-03-01
2003-03-02,13.105,2003,2020-03-02
2003-03-03,13.01,2003,2020-03-03
2003-03-04,12.99,2003,2020-03-04
2003-03-05,13.052,2003,2020-03-05
2003-03-06,13.051,2003,2020-03-06
2003-03-07,13.047,2003,2020-03-07
2003-03-08,13.066,2003,2020-03-08
2003-03-09,13.2,2003,2020-03-09
2003-03-10,13.327,2003,2020-03-10
2003-03-11,13.35,2003,2020-03-11
2003-03-12,13.405,2003,2020-03-12
2003-03-13,13.404,2003,2020-03-13
2003-03-14,13.46,2003,2020-03-14
2003-03-15,13.567,2003,2020-03-15
2003-03-16,13.65,2003,2020-03-16
2003-03-17,13.733,2003,2020-03-17
2003-03-18,13.753,2003,2020-03-18
2003-03-19,13.777,2003,2020-03-19
2003-03-20,13.786,2003,2020-03-20
2003-03-21,13.811,2003,2020-03-21
2003-03-22,13.842,2003,2020-03-22
2003-03-23,13.936,2003,2020-03-23
2003-03-24,14.063,2003,2020-03-24
2003-03-25,14.143,2003,2020-03-25
2003-03-26,14.145,2003,2020-03-26
2003-03-27,14.118,2003,2020-03-27
2003-03-28,14.078,2003,2020-03-28
2003-03-29,14.065,2003,2020-03-29
2003-03-30,14.064,2003,2020-03-30
2003-03-31,14.066,2003,2020-03-31
2003-04-01,14.074,2003,2020-04-01
2003-04-02,14.094,2003,2020-04-02
2003-04-03,14.126,2003,2020-04-03
2003-04-04,14.137,2003,2020-04-04
2003-04-05,14.155,2003,2020-04-05
2003-04-06,14.193,2003,2020-04-06
2003-04-07,14.209,2003,2020-04-07
2003-04-08,14.271,2003,2020-04-08
2003-04-09,14.312,2003,2020-04-09
2003-04-10,14.363,2003,2020-04-10
2003-04-11,14.432,2003,2020-04-11
2003-04-12,14.492,2003,2020-04-12
2003-04-13,14.526,2003,2020-04-13
2003-04-14,14.564,2003,2020-04-14
2003-04-15,14.62,2003,2020-04-15
2003-04-16,14.602,2003,2020-04-16
2003-04-17,14.575,2003,2020-04-17
2003-04-18,14.611,2003,2020-04-18
2003-04-19,14.653,2003,2020-04-19
2003-04-20,14.729,2003,2020-04-20
2003-04-21,14.856,2003,2020-04-21
2003-04-22,14.927,2003,2020-04-22
2003-04-23,14.999,2003,2020-04-23
2003-04-24,15.092,2003,2020-04-24
2003-04-25,15.122,2003,2020-04-25
2003-04-26,15.103,2003,2020-04-26
2003-04-27,15.025,2003,2020-04-27
2003-04-28,14.968,2003,2020-04-28
2003-04-29,14.98,2003,2020-04-29
2003-04-30,15.0,2003,2020-04-30
2003-05-01,15.009,2003,2020-05-01
2003-05-02,15.054,2003,2020-05-02
2003-05-03,15.13,2003,2020-05-03
2003-05-04,15.168,2003,2020-05-04
2003-05-05,15.195,2003,2020-05-05
2003-05-06,15.243,2003,2020-05-06
2003-05-07,15.342,2003,2020-05-07
2003-05-08,15.449,2003,2020-05-08
2003-05-09,15.485,2003,2020-05-09
2003-05-10,15.475,2003,2020-05-10
2003-05-11,15.504,2003,2020-05-11
2003-05-12,15.495,2003,2020-05-12
2003-05-13,15.572,2003,2020-05-13
2003-05-14,15.625,2003,2020-05-14
2003-05-15,15.575,2003,2020-05-15
2003-05-16,15.559,2003,2020-05-16
2003-05-17,15.586,2003,2020-05-17
2003-05-18,15.641,2003,2020-05-18
2003-05-19,15.721,2003,2020-05-19
2003-05-20,15.784,2003,2020-05-20
2003-05-21,15.802,2003,2020-05-21
2003-05-22,15.881,2003,2020-05-22
2003-05-23,15.96,2003,2020-05-23
2003-05-24,16.022,2003,2020-05-24
2003-05-25,16.017,2003,2020-05-25
2003-05-26,15.966,2003,2020-05-26
2003-05-27,15.901,2003,2020-05-27
2003-05-28,15.909,2003,2020-05-28
2003-05-29,15.933,2003,2020-05-29
2003-05-30,15.917,2003,2020-05-30
2003-05-31,16.005,2003,2020-05-31
2003-06-01,16.065,2003,2020-06-01
2003-06-02,16.113,2003,2020-06-02
2003-06-03,16.076,2003,2020-06-03
2003-06-04,16.051,2003,2020-06-04
2003-06-05,16.067,2003,2020-06-05
2003-06-06,16.027,2003,2020-06-06
2003-06-07,15.991,2003,2020-06-07
2003-06-08,16.024,2003,2020-06-08
2003-06-09,16.048,2003,2020-06-09
2003-06-10,16.065,2003,2020-06-10
2003-06-11,16.067,2003,2020-06-11
2003-06-12,16.095,2003,2020-06-12
2003-06-13,16.103,2003,2020-06-13
2003-06-14,16.174,2003,2020-06-14
2003-06-15,16.301,2003,2020-06-15
2003-06-16,16.332,2003,2020-06-16
2003-06-17,16.4,2003,2020-06-17
2003-06-18,16.39,2003,2020-06-18
2003-06-19,16.362,2003,2020-06-19
2003-06-20,16.307,2003,2020-06-20
2003-06-21,16.299,2003,2020-06-21
2003-06-22,16.358,2003,2020-06-22
2003-06-23,16.371,2003,2020-06-23
2003-06-24,16.346,2003,2020-06-24
2003-06-25,16.31,2003,2020-06-25
2003-06-26,16.294,2003,2020-06-26
2003-06-27,16.355,2003,2020-06-27
2003-06-28,16.33,2003,2020-06-28
2003-06-29,16.303,2003,2020-06-29
2003-06-30,16.288,2003,2020-06-30
2003-07-01,16.29,2003,2020-07-01
2003-07-02,16.333,2003,2020-07-02
2003-07-03,16.379,2003,2020-07-03
2003-07-04,16.441,2003,2020-07-04
2003-07-05,16.527,2003,2020-07-05
2003-07-06,16.631,2003,2020-07-06
2003-07-07,16.663,2003,2020-07-07
2003-07-08,16.651,2003,2020-07-08
2003-07-09,16.63,2003,2020-07-09
2003-07-10,16.617,2003,2020-07-10
2003-07-11,16.569,2003,2020-07-11
2003-07-12,16.537,2003,2020-07-12
2003-07-13,16.598,2003,2020-07-13
2003-07-14,16.63,2003,2020-07-14
2003-07-15,16.673,2003,2020-07-15
2003-07-16,16.686,2003,2020-07-16
2003-07-17,16.7,2003,2020-07-17
2003-07-18,16.713,2003,2020-07-18
2003-07-19,16.784,2003,2020-07-19
2003-07-20,16.824,2003,2020-07-20
2003-07-21,16.773,2003,2020-07-21
2003-07-22,16.737,2003,2020-07-22
2003-07-23,16.649,2003,2020-07-23
2003-07-24,16.563,2003,2020-07-24
2003-07-25,16.564,2003,2020-07-25
2003-07-26,16.521,2003,2020-07-26
2003-07-27,16.51,2003,2020-07-27
2003-07-28,16.521,2003,2020-07-28
2003-07-29,16.531,2003,2020-07-29
2003-07-30,16.492,2003,2020-07-30
2003-07-31,16.527,2003,2020-07-31
2003-08-01,16.698,2003,2020-08-01
2003-08-02,16.78,2003,2020-08-02
2003-08-03,16.746,2003,2020-08-03
2003-08-04,16.75,2003,2020-08-04
2003-08-05,16.757,2003,2020-08-05
2003-08-06,16.764,2003,2020-08-06
2003-08-07,16.708,2003,2020-08-07
2003-08-08,16.69,2003,2020-08-08
2003-08-09,16.562,2003,2020-08-09
2003-08-10,16.521,2003,2020-08-10
2003-08-11,16.579,2003,2020-08-11
2003-08-12,16.611,2003,2020-08-12
2003-08-13,16.634,2003,2020-08-13
2003-08-14,16.602,2003,2020-08-14
2003-08-15,16.556,2003,2020-08-15
2003-08-16,16.509,2003,2020-08-16
2003-08-17,16.503,2003,2020-08-17
2003-08-18,16.503,2003,2020-08-18
2003-08-19,16.54,2003,2020-08-19
2003-08-20,16.567,2003,2020-08-20
2003-08-21,16.582,2003,2020-08-21
2003-08-22,16.575,2003,2020-08-22
2003-08-23,16.554,2003,2020-08-23
2003-08-24,16.537,2003,2020-08-24
2003-08-25,16.498,2003,2020-08-25
2003-08-26,16.499,2003,2020-08-26
2003-08-27,16.413,2003,2020-08-27
2003-08-28,16.34,2003,2020-08-28
2003-08-29,16.3,2003,2020-08-29
2003-08-30,16.297,2003,2020-08-30
2003-08-31,16.33,2003,2020-08-31
2003-09-01,16.278,2003,2020-09-01
2003-09-02,16.256,2003,2020-09-02
2003-09-03,16.277,2003,2020-09-03
2003-09-04,16.31,2003,2020-09-04
2003-09-05,16.268,2003,2020-09-05
2003-09-06,16.183,2003,2020-09-06
2003-09-07,16.072,2003,2020-09-07
2003-09-08,16.002,2003,2020-09-08
2003-09-09,15.982,2003,2020-09-09
2003-09-10,15.944,2003,2020-09-10
2003-09-11,15.91,2003,2020-09-11
2003-09-12,15.919,2003,2020-09-12
2003-09-13,15.897,2003,2020-09-13
2003-09-14,15.84,2003,2020-09-14
2003-09-15,15.856,2003,2020-09-15
2003-09-16,15.852,2003,2020-09-16
2003-09-17,15.867,2003,2020-09-17
2003-09-18,15.877,2003,2020-09-18
2003-09-19,15.924,2003,2020-09-19
2003-09-20,15.924,2003,2020-09-20
2003-09-21,15.895,2003,2020-09-21
2003-09-22,15.856,2003,2020-09-22
2003-09-23,15.782,2003,2020-09-23
2003-09-24,15.701,2003,2020-09-24
2003-09-25,15.679,2003,2020-09-25
2003-09-26,15.726,2003,2020-09-26
2003-09-27,15.721,2003,2020-09-27
2003-09-28,15.646,2003,2020-09-28
2003-09-29,15.576,2003,2020-09-29
2003-09-30,15.571,2003,2020-09-30
2003-10-01,15.574,2003,2020-10-01
2003-10-02,15.505,2003,2020-10-02
2003-10-03,15.411,2003,2020-10-03
2003-10-04,15.387,2003,2020-10-04
2003-10-05,15.368,2003,2020-10-05
2003-10-06,15.313,2003,2020-10-06
2003-10-07,15.285,2003,2020-10-07
2003-10-08,15.201,2003,2020-10-08
2003-10-09,15.147,2003,2020-10-09
2003-10-10,15.041,2003,2020-10-10
2003-10-11,14.897,2003,2020-10-11
2003-10-12,14.816,2003,2020-10-12
2003-10-13,14.822,2003,2020-10-13
2003-10-14,14.871,2003,2020-10-14
2003-10-15,14.873,2003,2020-10-15
2003-10-16,14.85,2003,2020-10-16
2003-10-17,14.836,2003,2020-10-17
2003-10-18,14.821,2003,2020-10-18
2003-10-19,14.752,2003,2020-10-19
2003-10-20,14.759,2003,2020-10-20
2003-10-21,14.799,2003,2020-10-21
2003-10-22,14.805,2003,2020-10-22
2003-10-23,14.777,2003,2020-10-23
2003-10-24,14.719,2003,2020-10-24
2003-10-25,14.658,2003,2020-10-25
2003-10-26,14.58,2003,2020-10-26
2003-10-27,14.496,2003,2020-10-27
2003-10-28,14.505,2003,2020-10-28
2003-10-29,14.493,2003,2020-10-29
2003-10-30,14.438,2003,2020-10-30
2003-10-31,14.313,2003,2020-10-31
2003-11-01,14.243,2003,2020-11-01
2003-11-02,14.195,2003,2020-11-02
2003-11-03,14.131,2003,2020-11-03
2003-11-04,14.082,2003,2020-11-04
2003-11-05,14.026,2003,2020-11-05
2003-11-06,13.984,2003,2020-11-06
2003-11-07,13.964,2003,2020-11-07
2003-11-08,13.95,2003,2020-11-08
2003-11-09,13.947,2003,2020-11-09
2003-11-10,13.923,2003,2020-11-10
2003-11-11,13.942,2003,2020-11-11
2003-11-12,13.906,2003,2020-11-12
2003-11-13,13.806,2003,2020-11-13
2003-11-14,13.717,2003,2020-11-14
2003-11-15,13.684,2003,2020-11-15
2003-11-16,13.636,2003,2020-11-16
2003-11-17,13.582,2003,2020-11-17
2003-11-18,13.532,2003,2020-11-18
2003-11-19,13.521,2003,2020-11-19
2003-11-20,13.426,2003,2020-11-20
2003-11-21,13.3,2003,2020-11-21
2003-11-22,13.254,2003,2020-11-22
2003-11-23,13.275,2003,2020-11-23
2003-11-24,13.281,2003,2020-11-24
2003-11-25,13.315,2003,2020-11-25
2003-11-26,13.38,2003,2020-11-26
2003-11-27,13.369,2003,2020-11-27
2003-11-28,13.282,2003,2020-11-28
2003-11-29,13.205,2003,2020-11-29
2003-11-30,13.2,2003,2020-11-30
2003-12-01,13.259,2003,2020-12-01
2003-12-02,13.254,2003,2020-12-02
2003-12-03,13.222,2003,2020-12-03
2003-12-04,13.175,2003,2020-12-04
2003-12-05,13.221,2003,2020-12-05
2003-12-06,13.252,2003,2020-12-06
2003-12-07,13.243,2003,2020-12-07
2003-12-08,13.31,2003,2020-12-08
2003-12-09,13.367,2003,2020-12-09
2003-12-10,13.348,2003,2020-12-10
2003-12-11,13.319,2003,2020-12-11
2003-12-12,13.285,2003,2020-12-12
2003-12-13,13.283,2003,2020-12-13
2003-12-14,13.244,2003,2020-12-14
2003-12-15,13.157,2003,2020-12-15
2003-12-16,13.083,2003,2020-12-16
2003-12-17,13.06,2003,2020-12-17
2003-12-18,13.085,2003,2020-12-18
2003-12-19,13.131,2003,2020-12-19
2003-12-20,13.193,2003,2020-12-20
2003-12-21,13.235,2003,2020-12-21
2003-12-22,13.23,2003,2020-12-22
2003-12-23,13.169,2003,2020-12-23
2003-12-24,13.138,2003,2020-12-24
2003-12-25,13.118,2003,2020-12-25
2003-12-26,13.052,2003,2020-12-26
2003-12-27,13.023,2003,2020-12-27
2003-12-28,13.033,2003,2020-12-28
2003-12-29,13.078,2003,2020-12-29
2003-12-30,13.122,2003,2020-12-30
2003-12-31,13.121,2003,2020-12-31
2004-01-01,13.109,2004,2020-01-01
2004-01-02,13.107,2004,2020-01-02
2004-01-03,13.101,2004,2020-01-03
2004-01-04,13.054,2004,2020-01-04
2004-01-05,12.937,2004,2020-01-05
2004-01-06,12.824,2004,2020-01-06
2004-01-07,12.668,2004,2020-01-07
2004-01-08,12.582,2004,2020-01-08
2004-01-09,12.656,2004,2020-01-09
2004-01-10,12.735,2004,2020-01-10
2004-01-11,12.799,2004,2020-01-11
2004-01-12,12.806,2004,2020-01-12
2004-01-13,12.79,2004,2020-01-13
2004-01-14,12.761,2004,2020-01-14
2004-01-15,12.802,2004,2020-01-15
2004-01-16,12.783,2004,2020-01-16
2004-01-17,12.732,2004,2020-01-17
2004-01-18,12.725,2004,2020-01-18
2004-01-19,12.706,2004,2020-01-19
2004-01-20,12.689,2004,2020-01-20
2004-01-21,12.691,2004,2020-01-21
2004-01-22,12.611,2004,2020-01-22
2004-01-23,12.616,2004,2020-01-23
2004-01-24,12.655,2004,2020-01-24
2004-01-25,12.701,2004,2020-01-25
2004-01-26,12.75,2004,2020-01-26
2004-01-27,12.762,2004,2020-01-27
2004-01-28,12.784,2004,2020-01-28
2004-01-29,12.84,2004,2020-01-29
2004-01-30,12.836,2004,2020-01-30
2004-01-31,12.782,2004,2020-01-31
2004-02-01,12.761,2004,2020-02-01
2004-02-02,12.692,2004,2020-02-02
2004-02-03,12.668,2004,2020-02-03
2004-02-04,12.671,2004,2020-02-04
2004-02-05,12.675,2004,2020-02-05
2004-02-06,12.692,2004,2020-02-06
2004-02-07,12.784,2004,2020-02-07
2004-02-08,12.891,2004,2020-02-08
2004-02-09,13.016,2004,2020-02-09
2004-02-10,13.151,2004,2020-02-10
2004-02-11,13.152,2004,2020-02-11
2004-02-12,13.092,2004,2020-02-12
2004-02-13,13.07,2004,2020-02-13
2004-02-14,13.064,2004,2020-02-14
2004-02-15,12.937,2004,2020-02-15
2004-02-16,12.955,2004,2020-02-16
2004-02-17,13.042,2004,2020-02-17
2004-02-18,13.11,2004,2020-02-18
2004-02-19,13.121,2004,2020-02-19
2004-02-20,13.138,2004,2020-02-20
2004-02-21,13.183,2004,2020-02-21
2004-02-22,13.246,2004,2020-02-22
2004-02-23,13.315,2004,2020-02-23
2004-02-24,13.364,2004,2020-02-24
2004-02-25,13.451,2004,2020-02-25
2004-02-26,13.497,2004,2020-02-26
2004-02-27,13.492,2004,2020-02-27
2004-02-28,13.473,2004,2020-02-28
2004-02-29,13.45,2004,2020-02-29
2004-03-01,13.425,2004,2020-03-01
2004-03-02,13.408,2004,2020-03-02
2004-03-03,13.356,2004,2020-03-03
2004-03-04,13.337,2004,2020-03-04
2004-03-05,13.322,2004,2020-03-05
2004-03-06,13.268,2004,2020-03-06
2004-03-07,13.298,2004,2020-03-07
2004-03-08,13.377,2004,2020-03-08
2004-03-09,13.457,2004,2020-03-09
2004-03-10,13.517,2004,2020-03-10
2004-03-11,13.539,2004,2020-03-11
2004-03-12,13.571,2004,2020-03-12
2004-03-13,13.616,2004,2020-03-13
2004-03-14,13.676,2004,2020-03-14
2004-03-15,13.683,2004,2020-03-15
2004-03-16,13.685,2004,2020-03-16
2004-03-17,13.698,2004,2020-03-17
2004-03-18,13.817,2004,2020-03-18
2004-03-19,13.889,2004,2020-03-19
2004-03-20,13.888,2004,2020-03-20
2004-03-21,13.879,2004,2020-03-21
2004-03-22,13.887,2004,2020-03-22
2004-03-23,13.93,2004,2020-03-23
2004-03-24,13.989,2004,2020-03-24
2004-03-25,14.02,2004,2020-03-25
2004-03-26,14.027,2004,2020-03-26
2004-03-27,14.084,2004,2020-03-27
2004-03-28,14.127,2004,2020-03-28
2004-03-29,14.157,2004,2020-03-29
2004-03-30,14.174,2004,2020-03-30
2004-03-31,14.175,2004,2020-03-31
2004-04-01,14.19,2004,2020-04-01
2004-04-02,14.231,2004,2020-04-02
2004-04-03,14.305,2004,2020-04-03
2004-04-04,14.326,2004,2020-04-04
2004-04-05,14.391,2004,2020-04-05
2004-04-06,14.468,2004,2020-04-06
2004-04-07,14.517,2004,2020-04-07
2004-04-08,14.554,2004,2020-04-08
2004-04-09,14.576,2004,2020-04-09
2004-04-10,14.59,2004,2020-04-10
2004-04-11,14.648,2004,2020-04-11
2004-04-12,14.7,2004,2020-04-12
2004-04-13,14.691,2004,2020-04-13
2004-04-14,14.705,2004,2020-04-14
2004-04-15,14.74,2004,2020-04-15
2004-04-16,14.753,2004,2020-04-16
2004-04-17,14.793,2004,2020-04-17
2004-04-18,14.819,2004,2020-04-18
2004-04-19,14.887,2004,2020-04-19
2004-04-20,14.963,2004,2020-04-20
2004-04-21,15.001,2004,2020-04-21
2004-04-22,14.966,2004,2020-04-22
2004-04-23,14.923,2004,2020-04-23
2004-04-24,14.921,2004,2020-04-24
2004-04-25,14.866,2004,2020-04-25
2004-04-26,14.913,2004,2020-04-26
2004-04-27,14.918,2004,2020-04-27
2004-04-28,14.87,2004,2020-04-28
2004-04-29,14.792,2004,2020-04-29
2004-04-30,14.787,2004,2020-04-30
2004-05-01,14.835,2004,2020-05-01
2004-05-02,14.837,2004,2020-05-02
2004-05-03,14.901,2004,2020-05-03
2004-05-04,14.938,2004,2020-05-04
2004-05-05,14.987,2004,2020-05-05
2004-05-06,15.064,2004,2020-05-06
2004-05-07,15.16,2004,2020-05-07
2004-05-08,15.27,2004,2020-05-08
2004-05-09,15.363,2004,2020-05-09
2004-05-10,15.424,2004,2020-05-10
2004-05-11,15.434,2004,2020-05-11
2004-05-12,15.415,2004,2020-05-12
2004-05-13,15.382,2004,2020-05-13
2004-05-14,15.369,2004,2020-05-14
2004-05-15,15.416,2004,2020-05-15
2004-05-16,15.471,2004,2020-05-16
2004-05-17,15.51,2004,2020-05-17
2004-05-18,15.59,2004,2020-05-18
2004-05-19,15.635,2004,2020-05-19
2004-05-20,15.622,2004,2020-05-20
2004-05-21,15.572,2004,2020-05-21
2004-05-22,15.507,2004,2020-05-22
2004-05-23,15.517,2004,2020-05-23
2004-05-24,15.536,2004,2020-05-24
2004-05-25,15.506,2004,2020-05-25
2004-05-26,15.495,2004,2020-05-26
2004-05-27,15.512,2004,2020-05-27
2004-05-28,15.51,2004,2020-05-28
2004-05-29,15.607,2004,2020-05-29
2004-05-30,15.652,2004,2020-05-30
2004-05-31,15.735,2004,2020-05-31
2004-06-01,15.811,2004,2020-06-01
2004-06-02,15.915,2004,2020-06-02
2004-06-03,15.96,2004,2020-06-03
2004-06-04,15.936,2004,2020-06-04
2004-06-05,16.023,2004,2020-06-05
2004-06-06,16.059,2004,2020-06-06
2004-06-07,16.087,2004,2020-06-07
2004-06-08,16.139,2004,2020-06-08
2004-06-09,16.176,2004,2020-06-09
2004-06-10,16.18,2004,2020-06-10
2004-06-11,16.078,2004,2020-06-11
2004-06-12,16.047,2004,2020-06-12
2004-06-13,16.049,2004,2020-06-13
2004-06-14,16.089,2004,2020-06-14
2004-06-15,16.095,2004,2020-06-15
2004-06-16,16.08,2004,2020-06-16
2004-06-17,16.171,2004,2020-06-17
2004-06-18,16.25,2004,2020-06-18
2004-06-19,16.321,2004,2020-06-19
2004-06-20,16.334,2004,2020-06-20
2004-06-21,16.333,2004,2020-06-21
2004-06-22,16.349,2004,2020-06-22
2004-06-23,16.361,2004,2020-06-23
2004-06-24,16.416,2004,2020-06-24
2004-06-25,16.47,2004,2020-06-25
2004-06-26,16.432,2004,2020-06-26
2004-06-27,16.416,2004,2020-06-27
2004-06-28,16.367,2004,2020-06-28
2004-06-29,16.359,2004,2020-06-29
2004-06-30,16.349,2004,2020-06-30
2004-07-01,16.339,2004,2020-07-01
2004-07-02,16.353,2004,2020-07-02
2004-07-03,16.386,2004,2020-07-03
2004-07-04,16.331,2004,2020-07-04
2004-07-05,16.3,2004,2020-07-05
2004-07-06,16.256,2004,2020-07-06
2004-07-07,16.293,2004,2020-07-07
2004-07-08,16.295,2004,2020-07-08
2004-07-09,16.322,2004,2020-07-09
2004-07-10,16.371,2004,2020-07-10
2004-07-11,16.332,2004,2020-07-11
2004-07-12,16.342,2004,2020-07-12
2004-07-13,16.41,2004,2020-07-13
2004-07-14,16.431,2004,2020-07-14
2004-07-15,16.375,2004,2020-07-15
2004-07-16,16.378,2004,2020-07-16
2004-07-17,16.307,2004,2020-07-17
2004-07-18,16.231,2004,2020-07-18
2004-07-19,16.204,2004,2020-07-19
2004-07-20,16.214,2004,2020-07-20
2004-07-21,16.195,2004,2020-07-21
2004-07-22,16.232,2004,2020-07-22
2004-07-23,16.277,2004,2020-07-23
2004-07-24,16.24,2004,2020-07-24
2004-07-25,16.269,2004,2020-07-25
2004-07-26,16.234,2004,2020-07-26
2004-07-27,16.213,2004,2020-07-27
2004-07-28,16.251,2004,2020-07-28
2004-07-29,16.201,2004,2020-07-29
2004-07-30,16.204,2004,2020-07-30
2004-07-31,16.251,2004,2020-07-31
2004-08-01,16.349,2004,2020-08-01
2004-08-02,16.422,2004,2020-08-02
2004-08-03,16.413,2004,2020-08-03
2004-08-04,16.392,2004,2020-08-04
2004-08-05,16.397,2004,2020-08-05
2004-08-06,16.337,2004,2020-08-06
2004-08-07,16.296,2004,2020-08-07
2004-08-08,16.331,2004,2020-08-08
2004-08-09,16.388,2004,2020-08-09
2004-08-10,16.417,2004,2020-08-10
2004-08-11,16.424,2004,2020-08-11
2004-08-12,16.45,2004,2020-08-12
2004-08-13,16.525,2004,2020-08-13
2004-08-14,16.498,2004,2020-08-14
2004-08-15,16.45,2004,2020-08-15
2004-08-16,16.42,2004,2020-08-16
2004-08-17,16.39,2004,2020-08-17
2004-08-18,16.41,2004,2020-08-18
2004-08-19,16.365,2004,2020-08-19
2004-08-20,16.281,2004,2020-08-20
2004-08-21,16.151,2004,2020-08-21
2004-08-22,16.09,2004,2020-08-22
2004-08-23,16.098,2004,2020-08-23
2004-08-24,16.17,2004,2020-08-24
2004-08-25,16.151,2004,2020-08-25
2004-08-26,16.159,2004,2020-08-26
2004-08-27,16.171,2004,2020-08-27
2004-08-28,16.127,2004,2020-08-28
2004-08-29,16.092,2004,2020-08-29
2004-08-30,16.064,2004,2020-08-30
2004-08-31,16.017,2004,2020-08-31
2004-09-01,16.031,2004,2020-09-01
2004-09-02,16.075,2004,2020-09-02
2004-09-03,16.047,2004,2020-09-03
2004-09-04,16.006,2004,2020-09-04
2004-09-05,15.97,2004,2020-09-05
2004-09-06,15.997,2004,2020-09-06
2004-09-07,15.967,2004,2020-09-07
2004-09-08,15.921,2004,2020-09-08
2004-09-09,15.845,2004,2020-09-09
2004-09-10,15.838,2004,2020-09-10
2004-09-11,15.817,2004,2020-09-11
2004-09-12,15.761,2004,2020-09-12
2004-09-13,15.727,2004,2020-09-13
2004-09-14,15.754,2004,2020-09-14
2004-09-15,15.773,2004,2020-09-15
2004-09-16,15.803,2004,2020-09-16
2004-09-17,15.81,2004,2020-09-17
2004-09-18,15.754,2004,2020-09-18
2004-09-19,15.717,2004,2020-09-19
2004-09-20,15.698,2004,2020-09-20
