date,temp,year,monthday
1983-11-16,13.087,1983,2020-11-16
1983-11-17,13.063,1983,2020-11-17
1983-11-18,13.038,1983,2020-11-18
1983-11-19,13.025,1983,2020-11-19
1983-11-20,12.97,1983,2020-11-20
1983-11-21,12.986,1983,2020-11-21
1983-11-22,12.986,1983,2020-11-22
1983-11-23,12.932,1983,2020-11-23
1983-11-24,12.828,1983,2020-11-24
1983-11-25,12.778,1983,2020-11-25
1983-11-26,12.73,1983,2020-11-26
1983-11-27,12.721,1983,2020-11-27
1983-11-28,12.732,1983,2020-11-28
1983-11-29,12.734,1983,2020-11-29
1983-11-30,12.682,1983,2020-11-30
1983-12-01,12.614,1983,2020-12-01
1983-12-02,12.644,1983,2020-12-02
1983-12-03,12.675,1983,2020-12-03
1983-12-04,12.633,1983,2020-12-04
1983-12-05,12.637,1983,2020-12-05
1983-12-06,12.659,1983,2020-12-06
1983-12-07,12.663,1983,2020-12-07
1983-12-08,12.642,1983,2020-12-08
1983-12-09,12.633,1983,2020-12-09
1983-12-10,12.628,1983,2020-12-10
1983-12-11,12.629,1983,2020-12-11
1983-12-12,12.631,1983,2020-12-12
1983-12-13,12.596,1983,2020-12-13
1983-12-14,12.559,1983,2020-12-14
1983-12-15,12.498,1983,2020-12-15
1983-12-16,12.403,1983,2020-12-16
1983-12-17,12.308,1983,2020-12-17
1983-12-18,12.25,1983,2020-12-18
1983-12-19,12.206,1983,2020-12-19
1983-12-20,12.135,1983,2020-12-20
1983-12-21,12.12,1983,2020-12-21
1983-12-22,12.13,1983,2020-12-22
1983-12-23,12.211,1983,2020-12-23
1983-12-24,12.259,1983,2020-12-24
1983-12-25,12.271,1983,2020-12-25
1983-12-26,12.337,1983,2020-12-26
1983-12-27,12.39,1983,2020-12-27
1983-12-28,12.299,1983,2020-12-28
1983-12-29,12.198,1983,2020-12-29
1983-12-30,12.097,1983,2020-12-30
1983-12-31,12.099,1983,2020-12-31
1984-01-01,12.133,1984,2020-01-01
1984-01-02,12.259,1984,2020-01-02
1984-01-03,12.313,1984,2020-01-03
1984-01-04,12.377,1984,2020-01-04
1984-01-05,12.453,1984,2020-01-05
1984-01-06,12.441,1984,2020-01-06
1984-01-07,12.36,1984,2020-01-07
1984-01-08,12.231,1984,2020-01-08
1984-01-09,12.189,1984,2020-01-09
1984-01-10,12.212,1984,2020-01-10
1984-01-11,12.177,1984,2020-01-11
1984-01-12,12.196,1984,2020-01-12
1984-01-13,12.179,1984,2020-01-13
1984-01-14,12.25,1984,2020-01-14
1984-01-15,12.278,1984,2020-01-15
1984-01-16,12.28,1984,2020-01-16
1984-01-17,12.319,1984,2020-01-17
1984-01-18,12.307,1984,2020-01-18
1984-01-19,12.248,1984,2020-01-19
1984-01-20,12.188,1984,2020-01-20
1984-01-21,12.146,1984,2020-01-21
1984-01-22,12.108,1984,2020-01-22
1984-01-23,12.194,1984,2020-01-23
1984-01-24,12.281,1984,2020-01-24
1984-01-25,12.236,1984,2020-01-25
1984-01-26,12.112,1984,2020-01-26
1984-01-27,12.037,1984,2020-01-27
1984-01-28,12.018,1984,2020-01-28
1984-01-29,11.992,1984,2020-01-29
1984-01-30,11.952,1984,2020-01-30
1984-01-31,11.908,1984,2020-01-31
1984-02-01,11.934,1984,2020-02-01
1984-02-02,12.026,1984,2020-02-02
1984-02-03,12.108,1984,2020-02-03
1984-02-04,12.16,1984,2020-02-04
1984-02-05,12.122,1984,2020-02-05
1984-02-06,12.049,1984,2020-02-06
1984-02-07,12.081,1984,2020-02-07
1984-02-08,12.133,1984,2020-02-08
1984-02-09,12.214,1984,2020-02-09
1984-02-10,12.338,1984,2020-02-10
1984-02-11,12.38,1984,2020-02-11
1984-02-12,12.368,1984,2020-02-12
1984-02-13,12.338,1984,2020-02-13
1984-02-14,12.448,1984,2020-02-14
1984-02-15,12.56,1984,2020-02-15
1984-02-16,12.552,1984,2020-02-16
1984-02-17,12.528,1984,2020-02-17
1984-02-18,12.51,1984,2020-02-18
1984-02-19,12.491,1984,2020-02-19
1984-02-20,12.512,1984,2020-02-20
1984-02-21,12.491,1984,2020-02-21
1984-02-22,12.38,1984,2020-02-22
1984-02-23,12.306,1984,2020-02-23
1984-02-24,12.326,1984,2020-02-24
1984-02-25,12.301,1984,2020-02-25
1984-02-26,12.298,1984,2020-02-26
1984-02-27,12.34,1984,2020-02-27
1984-02-28,12.351,1984,2020-02-28
1984-02-29,12.378,1984,2020-02-29
1984-03-01,12.538,1984,2020-03-01
1984-03-02,12.657,1984,2020-03-02
1984-03-03,12.781,1984,2020-03-03
1984-03-04,12.88,1984,2020-03-04
1984-03-05,12.992,1984,2020-03-05
1984-03-06,12.976,1984,2020-03-06
1984-03-07,12.964,1984,2020-03-07
1984-03-08,13.03,1984,2020-03-08
1984-03-09,13.106,1984,2020-03-09
1984-03-10,13.149,1984,2020-03-10
1984-03-11,13.132,1984,2020-03-11
1984-03-12,13.17,1984,2020-03-12
1984-03-13,13.132,1984,2020-03-13
1984-03-14,13.217,1984,2020-03-14
1984-03-15,13.251,1984,2020-03-15
1984-03-16,13.175,1984,2020-03-16
1984-03-17,13.186,1984,2020-03-17
1984-03-18,13.183,1984,2020-03-18
1984-03-19,13.179,1984,2020-03-19
1984-03-20,13.172,1984,2020-03-20
1984-03-21,13.206,1984,2020-03-21
1984-03-22,13.278,1984,2020-03-22
1984-03-23,13.34,1984,2020-03-23
1984-03-24,13.322,1984,2020-03-24
1984-03-25,13.26,1984,2020-03-25
1984-03-26,13.365,1984,2020-03-26
1984-03-27,13.428,1984,2020-03-27
1984-03-28,13.501,1984,2020-03-28
1984-03-29,13.573,1984,2020-03-29
1984-03-30,13.607,1984,2020-03-30
1984-03-31,13.568,1984,2020-03-31
1984-04-01,13.514,1984,2020-04-01
1984-04-02,13.506,1984,2020-04-02
1984-04-03,13.507,1984,2020-04-03
1984-04-04,13.512,1984,2020-04-04
1984-04-05,13.598,1984,2020-04-05
1984-04-06,13.678,1984,2020-04-06
1984-04-07,13.693,1984,2020-04-07
1984-04-08,13.734,1984,2020-04-08
1984-04-09,13.793,1984,2020-04-09
1984-04-10,13.859,1984,2020-04-10
1984-04-11,13.938,1984,2020-04-11
1984-04-12,13.977,1984,2020-04-12
1984-04-13,14.053,1984,2020-04-13
1984-04-14,14.095,1984,2020-04-14
1984-04-15,14.2,1984,2020-04-15
1984-04-16,14.231,1984,2020-04-16
1984-04-17,14.198,1984,2020-04-17
1984-04-18,14.184,1984,2020-04-18
1984-04-19,14.18,1984,2020-04-19
1984-04-20,14.173,1984,2020-04-20
1984-04-21,14.2,1984,2020-04-21
1984-04-22,14.359,1984,2020-04-22
1984-04-23,14.437,1984,2020-04-23
1984-04-24,14.367,1984,2020-04-24
1984-04-25,14.302,1984,2020-04-25
1984-04-26,14.281,1984,2020-04-26
1984-04-27,14.304,1984,2020-04-27
1984-04-28,14.402,1984,2020-04-28
1984-04-29,14.516,1984,2020-04-29
1984-04-30,14.605,1984,2020-04-30
1984-05-01,14.698,1984,2020-05-01
1984-05-02,14.817,1984,2020-05-02
1984-05-03,14.89,1984,2020-05-03
1984-05-04,14.951,1984,2020-05-04
1984-05-05,14.959,1984,2020-05-05
1984-05-06,15.035,1984,2020-05-06
1984-05-07,15.14,1984,2020-05-07
1984-05-08,15.235,1984,2020-05-08
1984-05-09,15.268,1984,2020-05-09
1984-05-10,15.224,1984,2020-05-10
1984-05-11,15.209,1984,2020-05-11
1984-05-12,15.26,1984,2020-05-12
1984-05-13,15.313,1984,2020-05-13
1984-05-14,15.405,1984,2020-05-14
1984-05-15,15.413,1984,2020-05-15
1984-05-16,15.391,1984,2020-05-16
1984-05-17,15.415,1984,2020-05-17
1984-05-18,15.478,1984,2020-05-18
1984-05-19,15.498,1984,2020-05-19
1984-05-20,15.504,1984,2020-05-20
1984-05-21,15.485,1984,2020-05-21
1984-05-22,15.488,1984,2020-05-22
1984-05-23,15.53,1984,2020-05-23
1984-05-24,15.52,1984,2020-05-24
1984-05-25,15.525,1984,2020-05-25
1984-05-26,15.549,1984,2020-05-26
1984-05-27,15.549,1984,2020-05-27
1984-05-28,15.614,1984,2020-05-28
1984-05-29,15.689,1984,2020-05-29
1984-05-30,15.723,1984,2020-05-30
1984-05-31,15.726,1984,2020-05-31
1984-06-01,15.701,1984,2020-06-01
1984-06-02,15.698,1984,2020-06-02
1984-06-03,15.719,1984,2020-06-03
1984-06-04,15.714,1984,2020-06-04
1984-06-05,15.656,1984,2020-06-05
1984-06-06,15.591,1984,2020-06-06
1984-06-07,15.584,1984,2020-06-07
1984-06-08,15.595,1984,2020-06-08
1984-06-09,15.65,1984,2020-06-09
1984-06-10,15.704,1984,2020-06-10
1984-06-11,15.805,1984,2020-06-11
1984-06-12,15.841,1984,2020-06-12
1984-06-13,15.817,1984,2020-06-13
1984-06-14,15.77,1984,2020-06-14
1984-06-15,15.745,1984,2020-06-15
1984-06-16,15.685,1984,2020-06-16
1984-06-17,15.685,1984,2020-06-17
1984-06-18,15.687,1984,2020-06-18
1984-06-19,15.688,1984,2020-06-19
1984-06-20,15.694,1984,2020-06-20
1984-06-21,15.699,1984,2020-06-21
1984-06-22,15.734,1984,2020-06-22
1984-06-23,15.811,1984,2020-06-23
1984-06-24,15.844,1984,2020-06-24
1984-06-25,15.836,1984,2020-06-25
1984-06-26,15.933,1984,2020-06-26
1984-06-27,15.904,1984,2020-06-27
1984-06-28,15.944,1984,2020-06-28
1984-06-29,15.968,1984,2020-06-29
1984-06-30,15.929,1984,2020-06-30
1984-07-01,15.948,1984,2020-07-01
1984-07-02,15.976,1984,2020-07-02
1984-07-03,15.974,1984,2020-07-03
1984-07-04,15.996,1984,2020-07-04
1984-07-05,15.977,1984,2020-07-05
1984-07-06,16.016,1984,2020-07-06
1984-07-07,16.015,1984,2020-07-07
1984-07-08,16.046,1984,2020-07-08
1984-07-09,16.093,1984,2020-07-09
1984-07-10,16.086,1984,2020-07-10
1984-07-11,16.044,1984,2020-07-11
1984-07-12,16.034,1984,2020-07-12
1984-07-13,16.052,1984,2020-07-13
1984-07-14,16.052,1984,2020-07-14
1984-07-15,16.114,1984,2020-07-15
1984-07-16,16.097,1984,2020-07-16
1984-07-17,16.037,1984,2020-07-17
1984-07-18,16.016,1984,2020-07-18
1984-07-19,16.065,1984,2020-07-19
1984-07-20,16.078,1984,2020-07-20
1984-07-21,16.055,1984,2020-07-21
1984-07-22,16.055,1984,2020-07-22
1984-07-23,16.125,1984,2020-07-23
1984-07-24,16.058,1984,2020-07-24
1984-07-25,15.992,1984,2020-07-25
1984-07-26,15.931,1984,2020-07-26
1984-07-27,15.895,1984,2020-07-27
1984-07-28,15.896,1984,2020-07-28
1984-07-29,15.965,1984,2020-07-29
1984-07-30,16.012,1984,2020-07-30
1984-07-31,16.017,1984,2020-07-31
1984-08-01,16.021,1984,2020-08-01
1984-08-02,16.024,1984,2020-08-02
1984-08-03,16.01,1984,2020-08-03
1984-08-04,16.017,1984,2020-08-04
1984-08-05,16.051,1984,2020-08-05
1984-08-06,16.108,1984,2020-08-06
1984-08-07,16.061,1984,2020-08-07
1984-08-08,16.043,1984,2020-08-08
1984-08-09,16.012,1984,2020-08-09
1984-08-10,15.953,1984,2020-08-10
1984-08-11,15.889,1984,2020-08-11
1984-08-12,15.858,1984,2020-08-12
1984-08-13,15.897,1984,2020-08-13
1984-08-14,15.935,1984,2020-08-14
1984-08-15,15.907,1984,2020-08-15
1984-08-16,15.871,1984,2020-08-16
1984-08-17,15.926,1984,2020-08-17
1984-08-18,15.991,1984,2020-08-18
1984-08-19,16.129,1984,2020-08-19
1984-08-20,16.177,1984,2020-08-20
1984-08-21,16.152,1984,2020-08-21
1984-08-22,16.138,1984,2020-08-22
1984-08-23,16.13,1984,2020-08-23
1984-08-24,16.112,1984,2020-08-24
1984-08-25,15.995,1984,2020-08-25
1984-08-26,15.901,1984,2020-08-26
1984-08-27,15.91,1984,2020-08-27
1984-08-28,15.937,1984,2020-08-28
1984-08-29,15.971,1984,2020-08-29
1984-08-30,15.944,1984,2020-08-30
1984-08-31,15.877,1984,2020-08-31
1984-09-01,15.813,1984,2020-09-01
1984-09-02,15.799,1984,2020-09-02
1984-09-03,15.791,1984,2020-09-03
1984-09-04,15.675,1984,2020-09-04
1984-09-05,15.645,1984,2020-09-05
1984-09-06,15.681,1984,2020-09-06
1984-09-07,15.652,1984,2020-09-07
1984-09-08,15.644,1984,2020-09-08
1984-09-09,15.711,1984,2020-09-09
1984-09-10,15.731,1984,2020-09-10
1984-09-11,15.659,1984,2020-09-11
1984-09-12,15.59,1984,2020-09-12
1984-09-13,15.51,1984,2020-09-13
1984-09-14,15.547,1984,2020-09-14
1984-09-15,15.536,1984,2020-09-15
1984-09-16,15.426,1984,2020-09-16
1984-09-17,15.326,1984,2020-09-17
1984-09-18,15.252,1984,2020-09-18
1984-09-19,15.187,1984,2020-09-19
1984-09-20,15.125,1984,2020-09-20
1984-09-21,15.029,1984,2020-09-21
1984-09-22,14.948,1984,2020-09-22
1984-09-23,14.942,1984,2020-09-23
1984-09-24,14.982,1984,2020-09-24
1984-09-25,14.964,1984,2020-09-25
1984-09-26,14.944,1984,2020-09-26
1984-09-27,14.875,1984,2020-09-27
1984-09-28,14.847,1984,2020-09-28
1984-09-29,14.801,1984,2020-09-29
1984-09-30,14.806,1984,2020-09-30
1984-10-01,14.786,1984,2020-10-01
1984-10-02,14.74,1984,2020-10-02
1984-10-03,14.7,1984,2020-10-03
1984-10-04,14.686,1984,2020-10-04
1984-10-05,14.705,1984,2020-10-05
1984-10-06,14.686,1984,2020-10-06
1984-10-07,14.646,1984,2020-10-07
1984-10-08,14.693,1984,2020-10-08
1984-10-09,14.706,1984,2020-10-09
1984-10-10,14.638,1984,2020-10-10
1984-10-11,14.602,1984,2020-10-11
1984-10-12,14.593,1984,2020-10-12
1984-10-13,14.59,1984,2020-10-13
1984-10-14,14.525,1984,2020-10-14
1984-10-15,14.518,1984,2020-10-15
1984-10-16,14.392,1984,2020-10-16
1984-10-17,14.217,1984,2020-10-17
1984-10-18,14.008,1984,2020-10-18
1984-10-19,13.982,1984,2020-10-19
1984-10-20,14.038,1984,2020-10-20
1984-10-21,14.049,1984,2020-10-21
1984-10-22,14.007,1984,2020-10-22
1984-10-23,13.997,1984,2020-10-23
1984-10-24,13.964,1984,2020-10-24
1984-10-25,13.895,1984,2020-10-25
1984-10-26,13.832,1984,2020-10-26
1984-10-27,13.824,1984,2020-10-27
1984-10-28,13.806,1984,2020-10-28
1984-10-29,13.748,1984,2020-10-29
1984-10-30,13.64,1984,2020-10-30
1984-10-31,13.56,1984,2020-10-31
1984-11-01,13.469,1984,2020-11-01
1984-11-02,13.41,1984,2020-11-02
1984-11-03,13.361,1984,2020-11-03
1984-11-04,13.441,1984,2020-11-04
1984-11-05,13.465,1984,2020-11-05
1984-11-06,13.376,1984,2020-11-06
1984-11-07,13.296,1984,2020-11-07
1984-11-08,13.264,1984,2020-11-08
1984-11-09,13.197,1984,2020-11-09
1984-11-10,13.107,1984,2020-11-10
1984-11-11,12.993,1984,2020-11-11
1984-11-12,12.883,1984,2020-11-12
1984-11-13,12.824,1984,2020-11-13
1984-11-14,12.849,1984,2020-11-14
1984-11-15,12.836,1984,2020-11-15
1984-11-16,12.88,1984,2020-11-16
1984-11-17,12.875,1984,2020-11-17
1984-11-18,12.832,1984,2020-11-18
1984-11-19,12.818,1984,2020-11-19
1984-11-20,12.816,1984,2020-11-20
1984-11-21,12.868,1984,2020-11-21
1984-11-22,12.843,1984,2020-11-22
1984-11-23,12.859,1984,2020-11-23
1984-11-24,12.856,1984,2020-11-24
1984-11-25,12.863,1984,2020-11-25
1984-11-26,12.818,1984,2020-11-26
1984-11-27,12.708,1984,2020-11-27
1984-11-28,12.686,1984,2020-11-28
1984-11-29,12.644,1984,2020-11-29
1984-11-30,12.6,1984,2020-11-30
1984-12-01,12.529,1984,2020-12-01
1984-12-02,12.447,1984,2020-12-02
1984-12-03,12.385,1984,2020-12-03
1984-12-04,12.367,1984,2020-12-04
1984-12-05,12.405,1984,2020-12-05
1984-12-06,12.409,1984,2020-12-06
1984-12-07,12.384,1984,2020-12-07
1984-12-08,12.36,1984,2020-12-08
1984-12-09,12.364,1984,2020-12-09
1984-12-10,12.259,1984,2020-12-10
1984-12-11,12.242,1984,2020-12-11
1984-12-12,12.197,1984,2020-12-12
1984-12-13,12.148,1984,2020-12-13
1984-12-14,12.099,1984,2020-12-14
1984-12-15,12.195,1984,2020-12-15
1984-12-16,12.214,1984,2020-12-16
1984-12-17,12.205,1984,2020-12-17
1984-12-18,12.184,1984,2020-12-18
1984-12-19,12.209,1984,2020-12-19
1984-12-20,12.137,1984,2020-12-20
1984-12-21,12.136,1984,2020-12-21
1984-12-22,12.048,1984,2020-12-22
1984-12-23,12.013,1984,2020-12-23
1984-12-24,11.977,1984,2020-12-24
1984-12-25,11.941,1984,2020-12-25
1984-12-26,11.97,1984,2020-12-26
1984-12-27,12.077,1984,2020-12-27
1984-12-28,12.204,1984,2020-12-28
1984-12-29,12.262,1984,2020-12-29
1984-12-30,12.186,1984,2020-12-30
1984-12-31,12.16,1984,2020-12-31
1985-01-01,12.236,1985,2020-01-01
1985-01-02,12.296,1985,2020-01-02
1985-01-03,12.283,1985,2020-01-03
1985-01-04,12.322,1985,2020-01-04
1985-01-05,12.334,1985,2020-01-05
1985-01-06,12.287,1985,2020-01-06
1985-01-07,12.312,1985,2020-01-07
1985-01-08,12.392,1985,2020-01-08
1985-01-09,12.469,1985,2020-01-09
1985-01-10,12.484,1985,2020-01-10
1985-01-11,12.423,1985,2020-01-11
1985-01-12,12.335,1985,2020-01-12
1985-01-13,12.277,1985,2020-01-13
1985-01-14,12.253,1985,2020-01-14
1985-01-15,12.262,1985,2020-01-15
1985-01-16,12.199,1985,2020-01-16
1985-01-17,12.191,1985,2020-01-17
1985-01-18,12.215,1985,2020-01-18
1985-01-19,12.218,1985,2020-01-19
1985-01-20,12.204,1985,2020-01-20
1985-01-21,12.178,1985,2020-01-21
1985-01-22,12.241,1985,2020-01-22
1985-01-23,12.328,1985,2020-01-23
1985-01-24,12.395,1985,2020-01-24
1985-01-25,12.355,1985,2020-01-25
1985-01-26,12.305,1985,2020-01-26
1985-01-27,12.323,1985,2020-01-27
1985-01-28,12.343,1985,2020-01-28
1985-01-29,12.287,1985,2020-01-29
1985-01-30,12.253,1985,2020-01-30
1985-01-31,12.199,1985,2020-01-31
1985-02-01,12.082,1985,2020-02-01
1985-02-02,12.074,1985,2020-02-02
1985-02-03,12.091,1985,2020-02-03
1985-02-04,12.09,1985,2020-02-04
1985-02-05,12.07,1985,2020-02-05
1985-02-06,12.052,1985,2020-02-06
1985-02-07,11.948,1985,2020-02-07
1985-02-08,11.935,1985,2020-02-08
1985-02-09,11.914,1985,2020-02-09
1985-02-10,11.919,1985,2020-02-10
1985-02-11,11.905,1985,2020-02-11
1985-02-12,11.932,1985,2020-02-12
1985-02-13,11.96,1985,2020-02-13
1985-02-14,12.03,1985,2020-02-14
1985-02-15,12.158,1985,2020-02-15
1985-02-16,12.146,1985,2020-02-16
1985-02-17,12.085,1985,2020-02-17
1985-02-18,12.088,1985,2020-02-18
1985-02-19,12.098,1985,2020-02-19
1985-02-20,12.134,1985,2020-02-20
1985-02-21,12.132,1985,2020-02-21
1985-02-22,12.168,1985,2020-02-22
1985-02-23,12.203,1985,2020-02-23
1985-02-24,12.206,1985,2020-02-24
1985-02-25,12.242,1985,2020-02-25
1985-02-26,12.226,1985,2020-02-26
1985-02-27,12.177,1985,2020-02-27
1985-02-28,12.271,1985,2020-02-28
1985-03-01,12.43,1985,2020-03-01
1985-03-02,12.52,1985,2020-03-02
1985-03-03,12.518,1985,2020-03-03
1985-03-04,12.445,1985,2020-03-04
1985-03-05,12.511,1985,2020-03-05
1985-03-06,12.562,1985,2020-03-06
1985-03-07,12.547,1985,2020-03-07
1985-03-08,12.601,1985,2020-03-08
1985-03-09,12.677,1985,2020-03-09
1985-03-10,12.74,1985,2020-03-10
1985-03-11,12.832,1985,2020-03-11
1985-03-12,12.92,1985,2020-03-12
1985-03-13,13.054,1985,2020-03-13
1985-03-14,13.155,1985,2020-03-14
1985-03-15,13.148,1985,2020-03-15
1985-03-16,13.175,1985,2020-03-16
1985-03-17,13.219,1985,2020-03-17
1985-03-18,13.201,1985,2020-03-18
1985-03-19,13.201,1985,2020-03-19
1985-03-20,13.279,1985,2020-03-20
1985-03-21,13.326,1985,2020-03-21
1985-03-22,13.374,1985,2020-03-22
1985-03-23,13.366,1985,2020-03-23
1985-03-24,13.324,1985,2020-03-24
1985-03-25,13.302,1985,2020-03-25
1985-03-26,13.284,1985,2020-03-26
1985-03-27,13.365,1985,2020-03-27
1985-03-28,13.417,1985,2020-03-28
1985-03-29,13.382,1985,2020-03-29
1985-03-30,13.349,1985,2020-03-30
1985-03-31,13.31,1985,2020-03-31
1985-04-01,13.353,1985,2020-04-01
1985-04-02,13.388,1985,2020-04-02
1985-04-03,13.378,1985,2020-04-03
1985-04-04,13.34,1985,2020-04-04
1985-04-05,13.345,1985,2020-04-05
1985-04-06,13.479,1985,2020-04-06
1985-04-07,13.58,1985,2020-04-07
1985-04-08,13.61,1985,2020-04-08
1985-04-09,13.706,1985,2020-04-09
1985-04-10,13.794,1985,2020-04-10
1985-04-11,13.852,1985,2020-04-11
1985-04-12,13.883,1985,2020-04-12
1985-04-13,13.863,1985,2020-04-13
1985-04-14,13.856,1985,2020-04-14
1985-04-15,13.929,1985,2020-04-15
1985-04-16,14.062,1985,2020-04-16
1985-04-17,14.081,1985,2020-04-17
1985-04-18,14.099,1985,2020-04-18
1985-04-19,14.158,1985,2020-04-19
1985-04-20,14.164,1985,2020-04-20
1985-04-21,14.155,1985,2020-04-21
1985-04-22,14.159,1985,2020-04-22
1985-04-23,14.258,1985,2020-04-23
1985-04-24,14.35,1985,2020-04-24
1985-04-25,14.384,1985,2020-04-25
1985-04-26,14.457,1985,2020-04-26
1985-04-27,14.457,1985,2020-04-27
1985-04-28,14.511,1985,2020-04-28
1985-04-29,14.567,1985,2020-04-29
1985-04-30,14.601,1985,2020-04-30
1985-05-01,14.593,1985,2020-05-01
1985-05-02,14.6,1985,2020-05-02
1985-05-03,14.633,1985,2020-05-03
1985-05-04,14.618,1985,2020-05-04
1985-05-05,14.656,1985,2020-05-05
1985-05-06,14.741,1985,2020-05-06
1985-05-07,14.785,1985,2020-05-07
1985-05-08,14.838,1985,2020-05-08
1985-05-09,14.897,1985,2020-05-09
1985-05-10,14.867,1985,2020-05-10
1985-05-11,14.804,1985,2020-05-11
1985-05-12,14.798,1985,2020-05-12
1985-05-13,14.833,1985,2020-05-13
1985-05-14,14.83,1985,2020-05-14
1985-05-15,14.886,1985,2020-05-15
1985-05-16,14.952,1985,2020-05-16
1985-05-17,15.053,1985,2020-05-17
1985-05-18,15.104,1985,2020-05-18
1985-05-19,15.078,1985,2020-05-19
1985-05-20,15.13,1985,2020-05-20
1985-05-21,15.183,1985,2020-05-21
1985-05-22,15.23,1985,2020-05-22
1985-05-23,15.235,1985,2020-05-23
1985-05-24,15.289,1985,2020-05-24
1985-05-25,15.355,1985,2020-05-25
1985-05-26,15.38,1985,2020-05-26
1985-05-27,15.435,1985,2020-05-27
1985-05-28,15.51,1985,2020-05-28
1985-05-29,15.541,1985,2020-05-29
1985-05-30,15.543,1985,2020-05-30
1985-05-31,15.563,1985,2020-05-31
1985-06-01,15.581,1985,2020-06-01
1985-06-02,15.552,1985,2020-06-02
1985-06-03,15.537,1985,2020-06-03
1985-06-04,15.597,1985,2020-06-04
1985-06-05,15.608,1985,2020-06-05
1985-06-06,15.603,1985,2020-06-06
1985-06-07,15.639,1985,2020-06-07
1985-06-08,15.679,1985,2020-06-08
1985-06-09,15.69,1985,2020-06-09
1985-06-10,15.701,1985,2020-06-10
1985-06-11,15.648,1985,2020-06-11
1985-06-12,15.661,1985,2020-06-12
1985-06-13,15.682,1985,2020-06-13
1985-06-14,15.695,1985,2020-06-14
1985-06-15,15.689,1985,2020-06-15
1985-06-16,15.69,1985,2020-06-16
1985-06-17,15.769,1985,2020-06-17
1985-06-18,15.804,1985,2020-06-18
1985-06-19,15.847,1985,2020-06-19
1985-06-20,15.853,1985,2020-06-20
1985-06-21,15.901,1985,2020-06-21
1985-06-22,15.936,1985,2020-06-22
1985-06-23,16.021,1985,2020-06-23
1985-06-24,16.071,1985,2020-06-24
1985-06-25,16.092,1985,2020-06-25
1985-06-26,16.078,1985,2020-06-26
1985-06-27,15.983,1985,2020-06-27
1985-06-28,15.917,1985,2020-06-28
1985-06-29,15.904,1985,2020-06-29
1985-06-30,15.951,1985,2020-06-30
1985-07-01,15.953,1985,2020-07-01
1985-07-02,15.943,1985,2020-07-02
1985-07-03,15.984,1985,2020-07-03
1985-07-04,16.015,1985,2020-07-04
1985-07-05,15.974,1985,2020-07-05
1985-07-06,16.013,1985,2020-07-06
1985-07-07,16.011,1985,2020-07-07
1985-07-08,15.96,1985,2020-07-08
1985-07-09,15.958,1985,2020-07-09
1985-07-10,15.975,1985,2020-07-10
1985-07-11,15.907,1985,2020-07-11
1985-07-12,15.837,1985,2020-07-12
1985-07-13,15.768,1985,2020-07-13
1985-07-14,15.786,1985,2020-07-14
1985-07-15,15.815,1985,2020-07-15
1985-07-16,15.853,1985,2020-07-16
1985-07-17,15.847,1985,2020-07-17
1985-07-18,15.817,1985,2020-07-18
1985-07-19,15.814,1985,2020-07-19
1985-07-20,15.83,1985,2020-07-20
1985-07-21,15.874,1985,2020-07-21
1985-07-22,15.964,1985,2020-07-22
1985-07-23,15.962,1985,2020-07-23
1985-07-24,16.032,1985,2020-07-24
1985-07-25,16.103,1985,2020-07-25
1985-07-26,16.134,1985,2020-07-26
1985-07-27,16.096,1985,2020-07-27
1985-07-28,16.13,1985,2020-07-28
1985-07-29,16.121,1985,2020-07-29
1985-07-30,16.116,1985,2020-07-30
1985-07-31,16.187,1985,2020-07-31
1985-08-01,16.227,1985,2020-08-01
1985-08-02,16.241,1985,2020-08-02
1985-08-03,16.255,1985,2020-08-03
1985-08-04,16.272,1985,2020-08-04
1985-08-05,16.257,1985,2020-08-05
1985-08-06,16.217,1985,2020-08-06
1985-08-07,16.146,1985,2020-08-07
1985-08-08,16.045,1985,2020-08-08
1985-08-09,16.055,1985,2020-08-09
1985-08-10,16.023,1985,2020-08-10
1985-08-11,16.0,1985,2020-08-11
1985-08-12,15.944,1985,2020-08-12
1985-08-13,15.975,1985,2020-08-13
1985-08-14,15.937,1985,2020-08-14
1985-08-15,15.869,1985,2020-08-15
1985-08-16,15.817,1985,2020-08-16
1985-08-17,15.86,1985,2020-08-17
1985-08-18,15.88,1985,2020-08-18
1985-08-19,15.935,1985,2020-08-19
1985-08-20,15.882,1985,2020-08-20
1985-08-21,15.823,1985,2020-08-21
1985-08-22,15.871,1985,2020-08-22
1985-08-23,15.917,1985,2020-08-23
1985-08-24,15.972,1985,2020-08-24
1985-08-25,16.025,1985,2020-08-25
1985-08-26,16.013,1985,2020-08-26
1985-08-27,15.996,1985,2020-08-27
1985-08-28,15.905,1985,2020-08-28
1985-08-29,15.878,1985,2020-08-29
1985-08-30,15.81,1985,2020-08-30
1985-08-31,15.734,1985,2020-08-31
1985-09-01,15.645,1985,2020-09-01
1985-09-02,15.572,1985,2020-09-02
1985-09-03,15.562,1985,2020-09-03
1985-09-04,15.54,1985,2020-09-04
1985-09-05,15.599,1985,2020-09-05
1985-09-06,15.588,1985,2020-09-06
1985-09-07,15.549,1985,2020-09-07
1985-09-08,15.541,1985,2020-09-08
1985-09-09,15.571,1985,2020-09-09
1985-09-10,15.546,1985,2020-09-10
1985-09-11,15.514,1985,2020-09-11
